lr: 0.001
epochs: 300
weight_decay: 1e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 8
gpu: 0
max_grad_norm: 0.1
mlp_ratio: 1
dropout: 0.0
slice_num: 64
eval: 0
save_name: 14
data_path: ./data
log_name: 14

Epoch	Train Loss	Test Error
253	0.053754	0.100260
254	0.053530	0.099828
255	0.053521	0.100645
256	0.053386	0.099740
257	0.053093	0.099226
258	0.053033	0.098923
259	0.052776	0.100705
260	0.052813	0.099195
261	0.052686	0.101236
262	0.052437	0.099972
263	0.052434	0.100139
264	0.052333	0.100410
265	0.052117	0.100125
266	0.052036	0.100214
267	0.051980	0.100777
268	0.051925	0.100540
269	0.051806	0.101032
270	0.051770	0.100474
271	0.051653	0.099615
272	0.051582	0.099393
273	0.051508	0.099518
274	0.051432	0.100149
275	0.051354	0.100720
276	0.051285	0.100486
277	0.051223	0.100341
278	0.051151	0.099903
279	0.051090	0.100328
280	0.051015	0.100661
281	0.051009	0.101019
282	0.050929	0.100931
283	0.050897	0.100728
284	0.050870	0.100994
285	0.050824	0.101023
286	0.050796	0.100950
287	0.050772	0.100589
288	0.050750	0.100834
289	0.050715	0.101056
290	0.050689	0.100726
291	0.050683	0.100603
292	0.050657	0.100763
293	0.050651	0.100949
294	0.050632	0.100682
295	0.050615	0.100934
296	0.050600	0.100819
297	0.050605	0.100849
298	0.050594	0.100805
299	0.050591	0.100817
300	0.050589	0.100818
