lr: 0.0004
epochs: 500
weight_decay: 1e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 96
n_layers: 6
n_heads: 8
batch_size: 64
gpu: 0
max_grad_norm: 0.2
mlp_ratio: 2
dropout: 0.1
slice_num: 64
eval: 0
resume: 0
save_name: 11
data_path: ./data
log_name: train_log11
resume_name: 

Epoch	Train Loss	Test Error
120	0.098579	0.464693
121	0.098672	0.506625
122	0.092931	0.429067
123	0.093156	0.450951
124	0.090018	0.455778
125	0.090732	0.448618
126	0.086959	0.367309
127	0.087063	0.465132
128	0.087704	0.386619
129	0.087591	0.413310
130	0.086409	0.382241
131	0.083826	0.363860
132	0.085668	0.365230
133	0.084382	0.358552
134	0.080528	0.388764
135	0.082112	0.370285
136	0.081491	0.340485
137	0.080542	0.312647
138	0.078022	0.344301
139	0.074959	0.292702
140	0.075447	0.309845
141	0.072269	0.279667
142	0.074466	0.293984
143	0.071591	0.257257
144	0.072103	0.271646
145	0.072348	0.262427
146	0.068789	0.241971
147	0.068087	0.242542
148	0.065821	0.256063
149	0.066925	0.248296
150	0.066049	0.238435
151	0.066381	0.249634
152	0.065948	0.246724
153	0.064967	0.244452
154	0.067392	0.229469
155	0.064274	0.221176
156	0.066043	0.226686
157	0.065066	0.242183
158	0.062688	0.226678
159	0.065824	0.217759
160	0.062815	0.225337
161	0.062499	0.236926
162	0.064615	0.223251
163	0.064936	0.229120
164	0.062281	0.222599
165	0.062662	0.226341
166	0.063291	0.210051
167	0.061802	0.216768
168	0.061977	0.233345
169	0.063367	0.220237
170	0.062509	0.231929
171	0.061405	0.217890
172	0.061001	0.225741
173	0.063737	0.219788
174	0.064416	0.209518
175	0.062279	0.222137
176	0.062600	0.230341
177	0.062495	0.214935
178	0.060570	0.211840
179	0.063539	0.227500
180	0.059948	0.220133
181	0.058861	0.208977
182	0.061661	0.212443
183	0.063440	0.233466
184	0.061853	0.213042
185	0.061866	0.213774
186	0.062048	0.218762
187	0.063028	0.214830
188	0.065407	0.229398
189	0.060782	0.221903
190	0.060830	0.217696
191	0.062186	0.211471
192	0.060862	0.215337
193	0.062838	0.234351
194	0.061604	0.216345
195	0.061263	0.214388
196	0.062045	0.212358
197	0.062530	0.209439
198	0.059829	0.209477
199	0.061689	0.218792
200	0.061762	0.231613
201	0.061095	0.214081
202	0.060687	0.212107
203	0.060767	0.215413
204	0.061805	0.219585
205	0.060907	0.203642
206	0.061406	0.220989
207	0.061447	0.215226
208	0.062709	0.220995
209	0.062921	0.214092
210	0.060820	0.214173
211	0.060156	0.210014
212	0.060436	0.225851
213	0.059645	0.209029
214	0.060731	0.216103
215	0.059674	0.218076
216	0.062857	0.212233
217	0.061238	0.211193
218	0.059567	0.216699
219	0.059800	0.217993
220	0.060640	0.214590
221	0.059043	0.216743
222	0.059399	0.203533
223	0.060932	0.216036
224	0.059848	0.206289
225	0.059400	0.211314
226	0.060233	0.205723
227	0.059931	0.211423
228	0.061657	0.226558
229	0.059090	0.206962
230	0.058114	0.207482
231	0.060448	0.211412
232	0.058272	0.199382
233	0.058217	0.199709
234	0.058918	0.203321
235	0.060673	0.203816
236	0.057223	0.199585
237	0.059198	0.192392
238	0.058903	0.203113
239	0.057587	0.190093
240	0.057428	0.193884
241	0.056719	0.190804
242	0.056721	0.196110
243	0.059020	0.199910
244	0.057155	0.192323
245	0.058346	0.195081
246	0.058056	0.196026
247	0.057660	0.192752
248	0.056683	0.203789
249	0.056943	0.190614
250	0.056948	0.197690
251	0.056365	0.192837
252	0.056055	0.197882
253	0.056621	0.197339
254	0.056221	0.205269
255	0.055014	0.195092
256	0.055533	0.197430
257	0.055998	0.195380
258	0.054238	0.198530
259	0.053371	0.192906
260	0.055280	0.197601
261	0.053182	0.199416
262	0.051897	0.186917
263	0.053884	0.182906
264	0.050849	0.171943
265	0.051489	0.162180
266	0.050378	0.164161
267	0.050862	0.175336
268	0.049039	0.166445
269	0.050051	0.209455
270	0.049216	0.152156
271	0.048267	0.160282
272	0.047834	0.153555
273	0.049760	0.150600
274	0.047121	0.151246
275	0.047299	0.161796
276	0.047812	0.150290
277	0.047459	0.151071
278	0.046927	0.154929
279	0.046076	0.157309
280	0.048127	0.148883
281	0.045569	0.151187
282	0.045233	0.144830
283	0.046409	0.157022
284	0.045513	0.144844
285	0.046666	0.148913
286	0.045433	0.146802
287	0.044449	0.145670
288	0.046180	0.150054
289	0.044301	0.146147
290	0.044937	0.146417
291	0.042589	0.151268
292	0.045085	0.150467
293	0.043691	0.147643
294	0.043459	0.154425
295	0.043229	0.173213
296	0.043768	0.163282
297	0.045185	0.151038
298	0.042908	0.145895
299	0.042247	0.153469
300	0.042852	0.149853
301	0.043442	0.153870
302	0.041972	0.148374
303	0.041456	0.142661
304	0.041594	0.151752
305	0.042210	0.148341
306	0.040837	0.148788
307	0.041697	0.153695
308	0.043589	0.146024
309	0.042750	0.151074
310	0.040742	0.150371
311	0.042185	0.154977
312	0.040164	0.150863
313	0.042186	0.145810
314	0.040005	0.146448
315	0.042881	0.153334
316	0.039915	0.154382
317	0.040059	0.146317
318	0.040316	0.155876
319	0.041516	0.148418
320	0.037920	0.139085
321	0.041275	0.144136
322	0.040076	0.148704
323	0.040419	0.144655
324	0.039616	0.148364
325	0.039141	0.143682
326	0.039853	0.146360
327	0.039966	0.140788
328	0.038959	0.141038
329	0.038340	0.144446
330	0.039416	0.145530
331	0.039861	0.143458
332	0.039593	0.151472
333	0.040430	0.150175
334	0.039160	0.139816
335	0.037994	0.147232
336	0.037437	0.145713
337	0.037930	0.146983
338	0.037866	0.146744
339	0.039469	0.147093
340	0.039460	0.146606
341	0.038248	0.147317
342	0.036735	0.152873
343	0.037703	0.146882
344	0.038343	0.157992
345	0.038687	0.147628
346	0.036269	0.152470
347	0.037987	0.155590
348	0.037038	0.159485
349	0.036580	0.165537
350	0.037402	0.174694
351	0.036611	0.167047
352	0.037504	0.174653
353	0.037163	0.187673
354	0.037725	0.168439
355	0.037580	0.169848
356	0.036636	0.170406
357	0.037137	0.178030
358	0.036837	0.188867
359	0.036423	0.182142
360	0.035637	0.185184
361	0.035917	0.178705
362	0.036930	0.180363
363	0.037262	0.190030
364	0.035163	0.194191
365	0.036864	0.192076
366	0.036462	0.186847
367	0.034721	0.188342
368	0.034849	0.192110
369	0.035210	0.186029
370	0.034672	0.188789
371	0.035630	0.192383
372	0.034480	0.189396
373	0.035009	0.187253
374	0.035068	0.189345
375	0.034904	0.189772
376	0.034685	0.195376
377	0.035405	0.192995
378	0.034817	0.191543
379	0.034102	0.192254
380	0.035594	0.191831
381	0.035497	0.187366
382	0.033883	0.187720
383	0.034771	0.166859
384	0.034920	0.183256
385	0.035208	0.195575
386	0.035648	0.189170
387	0.034581	0.192835
388	0.033767	0.198447
389	0.034317	0.186702
390	0.034896	0.196828
391	0.035452	0.193480
392	0.033278	0.189708
393	0.035003	0.191618
394	0.034157	0.190257
395	0.033971	0.204174
396	0.033987	0.186378
397	0.035418	0.191688
398	0.033339	0.193298
399	0.033009	0.198566
400	0.033228	0.194039
401	0.032202	0.189836
402	0.032719	0.193369
403	0.032991	0.192172
404	0.033114	0.190588
405	0.033226	0.198310
406	0.032204	0.194548
407	0.034031	0.192534
408	0.033138	0.193440
409	0.032667	0.194223
410	0.032514	0.194252
411	0.033714	0.194585
412	0.031573	0.195947
413	0.033149	0.196374
414	0.032356	0.197130
415	0.032151	0.199488
416	0.032524	0.197401
417	0.032844	0.197730
418	0.033283	0.196965
419	0.032654	0.203768
420	0.034135	0.197517
421	0.032464	0.190866
422	0.032644	0.201839
423	0.033183	0.194141
424	0.033010	0.193245
425	0.032040	0.195621
426	0.033187	0.196850
427	0.032174	0.199610
428	0.033148	0.200251
429	0.032798	0.200617
430	0.031340	0.200965
431	0.032036	0.199358
432	0.031929	0.201384
433	0.032445	0.197626
434	0.031946	0.198417
435	0.031970	0.199011
436	0.032139	0.205857
437	0.032088	0.204953
