lr: 0.0004
epochs: 300
weight_decay: 1e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 64
gpu: 0
max_grad_norm: 0.2
mlp_ratio: 2
dropout: 0.1
slice_num: 64
eval: 0
resume: 0
save_name: 12
data_path: ./data
log_name: train_log12
resume_name: 

Epoch	Train Loss	Test Error
1	1367.372867	338.427698
2	65.437323	198.421074
3	43.972493	149.174967
4	35.253831	121.880480
5	30.220996	110.079673
6	27.113821	102.521678
7	25.917225	88.528107
8	24.358585	99.585459
9	23.588918	82.132555
10	23.961951	101.277919
11	23.990304	101.159046
12	24.668203	103.795738
13	25.670530	98.539296
14	26.487991	102.327445
15	27.792784	108.500088
16	29.216391	126.064508
17	30.595256	112.875462
18	32.415153	113.642093
19	33.534286	123.382001
20	35.575223	129.527479
21	36.763581	119.005389
22	40.181268	187.956864
23	43.758189	115.936916
24	43.499178	143.099421
25	47.674587	141.616204
26	51.072229	181.911955
27	53.967961	149.711356
28	54.451623	186.195164
29	56.300191	222.863400
30	60.670823	196.777690
31	63.299035	225.834902
32	64.743720	210.103161
33	66.977222	241.707538
34	72.678004	257.133108
35	70.616202	264.372823
36	73.476218	269.559298
37	76.683552	332.223231
38	81.642004	272.950693
39	80.559746	248.510661
40	81.583078	298.975369
41	81.742097	300.691355
42	82.523864	226.096929
43	83.857435	289.620664
44	88.236580	328.440879
45	86.660765	284.982899
46	91.991067	266.019975
47	89.069933	257.963160
48	94.690551	319.300357
49	91.970816	283.469606
50	92.018214	312.238810
51	92.789217	383.187997
52	92.700068	316.127707
53	96.139599	341.123633
54	92.115075	318.944951
55	91.400703	366.911166
56	92.194265	288.511319
57	91.404446	287.856186
58	91.276369	309.989001
59	87.511902	373.545396
60	94.077200	334.055791
61	89.012129	307.737869
62	90.041179	333.292824
63	91.057950	303.481490
64	90.348090	282.447578
65	89.403809	361.548295
66	84.153488	355.447964
67	84.772481	278.424334
68	84.607880	240.626609
69	83.234694	342.193502
70	79.313077	378.605403
71	84.309850	349.518236
72	76.682016	284.229267
73	77.642040	250.019952
74	78.363486	273.968891
75	77.004373	248.251436
76	74.041902	259.752380
77	71.488087	298.481708
78	72.384013	225.568316
79	68.273082	262.636957
80	70.460107	197.955119
81	68.256064	250.535444
82	66.608791	180.003830
83	67.568096	245.229187
84	65.719234	182.982259
85	59.498415	162.066629
86	62.522357	201.361585
87	60.203005	245.284416
88	59.005428	163.108074
89	56.214639	190.826969
90	58.230690	314.461596
91	58.776214	197.317002
