lr: 0.001
epochs: 300
weight_decay: 1e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 8
gpu: 0
max_grad_norm: 0.1
mlp_ratio: 1
dropout: 0.0
slice_num: 64
eval: 0
resume: 0
save_name: 6
data_path: ./data
log_name: 6
resume_name: 

Epoch	Train Loss	Test Error
280	0.109699	2.402711
281	0.110357	2.474912
282	0.109752	2.455970
283	0.109096	2.448191
284	0.109823	2.550994
285	0.109139	2.526278
286	0.108091	2.487294
287	0.109158	2.550263
288	0.109340	2.503309
289	0.107808	2.506502
290	0.108101	2.528560
291	0.108552	2.538652
292	0.108094	2.537959
293	0.107642	2.545669
294	0.107904	2.539165
295	0.108414	2.557985
296	0.107935	2.547680
297	0.108174	2.547731
298	0.107429	2.547751
299	0.107499	2.549365
300	0.107772	2.548683
