lr: 0.0003
epochs: 300
weight_decay: 1e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 32
gpu: 0
max_grad_norm: 0.3
mlp_ratio: 2
dropout: 0.3
slice_num: 64
eval: 0
resume: 6
save_name: 6
data_path: ./data
log_name: train_log6.txt
resume_name: 6

Epoch	Train Loss	Test Error
206	771.828548	52.752104
207	771.486916	52.570601
208	770.758704	50.547697
209	770.986447	48.298437
210	770.453853	49.371688
211	770.353759	46.595410
212	769.845156	48.162762
213	769.298521	47.341759
214	769.222863	46.172547
215	768.725299	48.170403
216	768.784233	43.965111
217	768.222372	46.690775
218	767.971126	44.211813
219	767.890620	44.321302
220	767.310923	42.331616
221	767.048687	43.621639
222	766.763200	43.697556
223	766.899017	42.517706
224	766.489554	43.823367
225	766.075538	40.217817
226	765.909665	43.454347
227	765.839842	41.545988
228	765.617840	40.212338
229	765.032516	39.360876
230	764.805912	38.766778
231	764.784633	39.371533
232	764.507146	40.186446
233	764.326042	37.506576
234	763.993541	39.466155
235	763.817593	38.958610
236	763.876562	39.319698
237	763.248613	37.523251
238	763.356340	37.240361
239	763.785806	36.744866
240	762.870820	37.055616
241	762.471068	36.417210
242	762.385693	36.713885
243	762.144447	36.367461
244	776.291363	35.695018
245	761.960796	36.024868
246	761.775904	35.068968
247	761.787637	35.313948
248	761.566587	36.645797
249	761.222953	34.935579
250	761.254842	35.059398
251	760.962216	33.888618
252	760.878696	34.499393
253	760.714649	33.266930
254	760.514411	33.990964
255	760.480705	33.471738
256	760.417723	33.182135
257	760.157954	33.937886
258	760.151071	33.015035
259	759.959634	33.170681
260	759.842696	32.450960
261	814.201632	31.782806
262	759.698239	32.728813
263	759.720201	31.923143
264	759.502361	32.280913
265	759.515324	32.065446
266	759.234947	31.550218
267	759.256029	31.668183
268	759.234642	31.937693
269	759.082288	31.344313
270	759.056088	31.333260
271	759.349903	31.018816
272	758.825181	30.972011
273	758.761962	31.094404
274	758.723778	30.966920
275	758.638290	30.838351
276	758.607803	30.742034
277	758.550182	30.658906
278	758.486307	30.592606
279	758.455168	30.815755
280	758.390392	30.433124
281	758.359196	30.362668
282	758.285642	30.388493
283	758.566897	30.301963
284	760.319244	30.211689
285	758.183018	30.253930
286	758.148256	30.160903
287	758.250989	30.087852
288	758.080748	30.046914
289	758.054332	29.990461
290	758.034057	30.037904
291	758.009962	29.926969
292	757.988519	29.922012
293	757.971935	29.921635
294	757.967893	29.887016
295	757.944518	29.865014
296	757.981002	29.856345
297	757.925091	29.844388
298	757.918434	29.836381
299	757.988171	29.832007
300	757.913848	29.831123
