lr: 0.0003
epochs: 500
weight_decay: 3e-05
model: Transolver_Structured_Mesh_3D
n_hidden: 128
n_layers: 8
n_heads: 8
batch_size: 64
gpu: 0
max_grad_norm: 0.3
mlp_ratio: 2
dropout: 0.1
slice_num: 64
eval: 0
resume: 0
save_name: 10
data_path: ./data
log_name: train_log10
resume_name: 

Epoch	Train Loss	Test Error
423	0.035656	0.179052
424	0.035452	0.174425
425	0.034920	0.182916
426	0.033721	0.186823
427	0.036010	0.183850
428	0.035743	0.176997
429	0.034580	0.174560
430	0.034983	0.175378
431	0.035434	0.174772
432	0.034898	0.171701
433	0.034419	0.182682
434	0.035929	0.177181
435	0.034265	0.178670
436	0.035031	0.179675
437	0.035110	0.182546
438	0.034779	0.185189
439	0.036717	0.186066
440	0.034709	0.185714
441	0.034453	0.191043
442	0.034059	0.186417
443	0.036008	0.182533
444	0.034086	0.187119
445	0.035004	0.188159
446	0.034686	0.185235
447	0.035787	0.189695
448	0.035244	0.190151
449	0.034592	0.190944
450	0.034139	0.181945
451	0.034377	0.190895
452	0.034500	0.189528
453	0.034337	0.200931
454	0.033249	0.197464
455	0.034951	0.192696
456	0.035283	0.198005
457	0.035195	0.195913
458	0.036059	0.203986
459	0.035109	0.195901
460	0.034419	0.196274
461	0.034803	0.195178
462	0.034618	0.200908
463	0.035644	0.199840
464	0.033832	0.200300
465	0.034228	0.191768
466	0.034132	0.195575
467	0.033962	0.195960
468	0.034281	0.199633
469	0.034757	0.195817
470	0.035085	0.198306
471	0.033127	0.202478
472	0.034020	0.200422
473	0.035211	0.205577
474	0.034273	0.200202
475	0.033933	0.201811
476	0.034901	0.197713
477	0.033551	0.198789
478	0.033706	0.199820
479	0.033056	0.200352
480	0.034156	0.199510
481	0.033567	0.199636
482	0.032315	0.200826
483	0.035768	0.199313
484	0.034669	0.201074
485	0.033473	0.202268
486	0.033771	0.201485
487	0.033702	0.200602
488	0.033688	0.199546
489	0.033770	0.201558
490	0.034695	0.199873
491	0.034404	0.200132
492	0.034891	0.200152
493	0.034310	0.200896
494	0.034417	0.200932
495	0.036390	0.200943
496	0.033993	0.201101
497	0.035225	0.200794
498	0.033460	0.200688
499	0.034141	0.200718
500	0.033842	0.200735
